Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Priority,Channel,Discount Amount,Cost Price,Sale Price,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Tanzania,Katavi,Mini Tech,3,Acer,Chromebook Spin 311,HDD,David,Lowery,(987)428-5819x2567,maryduarte@example.com,Mitchell Atkins,New Sales,Finance,Low,Online,924,27252,32062,2022-03-31,2022-04-08,5202,16GB,502,0,456,27366,500GB
Africa,Ghana,Brong-Ahafo,KyaSand Tech Gadgets,4,Samsung,Galaxy Book S,HDD,Elizabeth,Smith,(599)594-2211,briannacordova@example.net,Jonathan Miller,Returns,Finance,Medium,Offline,969,24544,27856,2022-03-08,N/A,19753,4GB,438,0,32,27347,256GB
North America,Illinois,Tinley Park,ABC Computers,3,HP,Envy,SSD,Robert,Hernandez,001-489-083-9271,dawn93@example.com,Glenda Cohen,Returns,Cash,Medium,Online,835,22615,25636,2021-09-01,2021-09-18,0,4GB,511,0,59,25259,1TB
North America,California,Santa Ana,S & A Computer Place,10,Acer,Spin 5,HDD,Joshua,Terrell,001-113-825-1030x3622,juannavarro@example.net,Alyssa Martinez,Second-hand Sales,Finance,High,Offline,418,21877,26655,2023-07-06,N/A,33812,16GB,821,0,335,25027,1TB
North America,Illinois,Berwyn,KyaSand Tech Gadgets,8,Microsoft,Surface Studio,SSD,Cynthia,Short,(809)399-7684,jhaynes@example.com,Katie Fernandez,Repairs,Cash,High,Offline,820,25396,28182,2023-09-04,N/A,0,16GB,664,3652,413,27160,1TB
Africa,Ghana,Volta,ABC Computers,9,Lenovo,IdeaPad Flex 5,HDD,Ashley,Nelson,+1-050-918-3831,julieromero@example.com,Jessica Morgan,Repairs,Finance,Medium,Offline,432,18148,21599,2022-08-10,N/A,5739,16GB,749,4974,272,20218,1TB
Africa,Botswana,South-East,Benjis Tech,1,Toshiba,Chromebook,SSD,Erik,Mejia,+1-341-480-7347x62436,avasquez@example.com,Sarah Riley,Second-hand Sales,Finance,Low,Offline,222,23956,28197,2022-10-03,N/A,19954,8GB,512,0,72,27604,256GB
North America,Illinois,Orland Park,CK Tech Store,6,Samsung,Notebook Flash,HDD,Lawrence,Dunn,638.564.5068x9971,duranjennifer@example.com,Jason Phillips,Repairs,Bank Transfer,Low,Online,629,11659,15641,2023-02-28,2023-03-25,0,8GB,519,2749,332,12396,1TB
North America,California,Anaheim,Western International PCs,6,MSI,Modern 15,HDD,Michael,Costa,001-950-778-3412,anthonywalker@example.net,Andrew Miranda,Second-hand Sales,Cash,Medium,Online,556,14242,17012,2023-02-04,2023-02-19,0,8GB,416,0,223,14299,500GB
Africa,Morocco,Agadir-Ida Ou Tanane,ABC Computers,6,Dell,Latitude,HDD,Stephen,Harris,2519487031,sextonbrian@example.org,Emma Scott,Returns,Bank Transfer,High,Online,300,13331,17317,2022-10-11,2022-10-26,0,2GB,435,0,645,15946,500GB
North America,New York,New York,CK Tech Store,5,Asus,Chromebook Flip C434,HDD,Mary,Stewart,(527)430-6888x09476,angelachambers@example.com,Sean Guerrero,Returns,Cash,High,Online,945,11318,13634,2023-03-19,2023-04-01,0,4GB,687,0,179,12829,256GB
Africa,Tanzania,Ruvuma,Ricks Computers,1,Asus,ROG Zephyrus S GX701,HDD,Tina,Wood,582-747-9669,rachelturner@example.net,David Osborn,Returns,Finance,Medium,Online,240,8211,10214,2023-02-11,2023-03-07,12045,4GB,426,0,309,8286,1TB
Africa,Ghana,Upper East,KyaSand Tech Gadgets,5,Acer,Aspire 7,SSD,Susan,Morgan,858-937-6992,victoria36@example.com,Kevin Lee,New Sales,Cash,Medium,Offline,651,11354,15642,2023-10-26,N/A,0,8GB,682,0,64,14269,500GB
Africa,Angola,Lunda Norte,Greens Laptops and PCs,8,Microsoft,Surface Laptop,SSD,Joshua,Dixon,001-593-134-9142x1523,stephanie28@example.com,Lori Anderson,New Sales,Bank Transfer,High,Offline,829,22857,26615,2022-12-06,N/A,0,4GB,694,0,654,26126,256GB
Africa,Morocco,Fes,Western International PCs,2,Acer,Aspire 7,SSD,Nathaniel,Garcia,8305639632,kevinluna@example.org,Adam Schwartz,Repairs,Cash,Medium,Offline,392,2614,5464,2022-12-18,N/A,0,4GB,573,1063,571,4728,1TB
North America,Texas,Laredo,DEF Machines,1,MSI,P65 Creator,SSD,John,Donovan,001-410-812-2182x616,williamdavis@example.com,Ashley Wright,New Sales,Cash,Low,Offline,36,15217,17224,2022-10-14,N/A,0,2GB,845,0,950,16306,1TB
Africa,Morocco,Taroudant,Greens Laptops and PCs,4,Microsoft,Surface Neo,SSD,William,Gregory,001-840-246-9513x31980,browningwendy@example.com,Emma Scott,New Sales,Cash,High,Offline,582,3538,6982,2024-01-27,N/A,0,8GB,626,0,902,5316,500GB
North America,Michigan,Holland,ABC Computers,7,HP,Chromebook,SSD,Candice,Carney,(606)755-5573x8325,fletchererica@example.org,Erika Larsen,Repairs,Cash,Medium,Offline,189,23335,25556,2022-02-03,N/A,0,4GB,655,2017,725,25390,256GB
North America,Georgia,Alpharetta,Jacks Hardware,9,Toshiba,Qosmio,HDD,Micheal,Myers,797-279-0968,zacharymurray@example.net,Christine Ramirez,Returns,Cash,Medium,Offline,297,17800,21632,2021-08-05,N/A,0,16GB,481,0,272,19515,500GB
North America,Illinois,Hoffman Estates,KyaSand Tech Gadgets,4,Microsoft,Surface Laptop,SSD,Lori,Thomas,694-603-8425x5802,jonesrobin@example.com,Katie Fernandez,New Sales,Bank Transfer,Medium,Online,679,20796,25204,2022-10-03,2022-10-30,0,16GB,427,0,213,24642,500GB
North America,Ohio,Westerville,DEF Machines,9,Toshiba,Portege,SSD,Natalie,Russell,(408)123-5192,adam75@example.org,Mr. Nathan Douglas,New Sales,Cash,Medium,Online,402,21871,25022,2022-01-19,2022-02-06,0,4GB,722,0,401,22692,1TB
Africa,Angola,Benguela,A & A PCs,6,Dell,Precision,HDD,Stephanie,Dougherty,(285)883-3255x80732,steven25@example.com,Hector Robertson,Repairs,Finance,Low,Offline,919,22857,25277,2022-12-02,N/A,34908,8GB,602,3842,998,23624,500GB
Africa,Tanzania,Pemba Kaskazini,LJ Computers,4,Apple,Apple MacBook Air,HDD,Lynn,Palmer,864.856.9286,stephaniebullock@example.com,Alicia Evans,Repairs,Bank Transfer,Medium,Online,574,24114,27842,2021-08-15,2021-09-01,0,8GB,448,3477,470,26456,500GB
Africa,Angola,Benguela,Western International PCs,5,Dell,Precision,SSD,Kenneth,Carroll,(686)071-7013x4475,fergusonanthony@example.org,Hector Robertson,New Sales,Finance,High,Offline,963,15648,20572,2022-11-03,N/A,27301,2GB,412,0,200,19439,256GB
North America,Pennsylvania,Bethlehem,Ricks Computers,5,Samsung,Notebook 9 Pro,SSD,Victor,Sawyer,(531)006-3644x6220,robertsonkayla@example.org,Carl Davis,Second-hand Sales,Bank Transfer,Low,Offline,320,11611,15028,2021-08-17,N/A,0,4GB,553,0,239,11928,256GB
Africa,Angola,Huambo,Benjis Tech,8,HP,Elitebook,SSD,Michael,Patel,+1-921-232-6931x43861,diane22@example.org,James Thornton,Second-hand Sales,Finance,High,Offline,163,18090,22909,2022-09-18,N/A,15733,4GB,587,0,739,21669,256GB
Africa,Kenya,Turkana,DEF Machines,5,Apple,Apple MacBook Pro,SSD,Rachel,Glass,126.913.7785x754,parkeryolanda@example.net,Cassandra Mcmillan,New Sales,Cash,High,Offline,382,26229,29903,2021-04-20,N/A,0,4GB,587,0,755,27454,256GB
Africa,Angola,Namibe,ABC Computers,10,Microsoft,Surface Book,SSD,Jeffrey,Olson,815-812-8779x3737,edwarddaniels@example.org,Kimberly Duncan,New Sales,Finance,High,Offline,130,13273,15898,2022-02-27,N/A,41654,8GB,430,0,398,14050,256GB
Africa,Morocco,Assa-Zag,Ricks Computers,2,Asus,ROG Zephyrus S GX701,HDD,Matthew,Nelson,+1-889-239-4611x1555,amanda06@example.com,Adam Schwartz,Second-hand Sales,Bank Transfer,Low,Offline,601,25222,30012,2023-09-28,N/A,0,8GB,679,0,274,28936,1TB
North America,Ohio,Euclid,Western International PCs,6,Asus,Chromebook Flip C434,SSD,Karen,Ortega,001-874-698-6990x68883,charles86@example.com,Roger Cole,Second-hand Sales,Finance,High,Offline,888,12638,15895,2021-07-24,N/A,10324,4GB,483,0,356,13103,500GB
North America,Texas,Frisco,Jacks Hardware,5,Acer,Swift 3,SSD,Brianna,Cruz,001-163-997-8033x97880,vserrano@example.net,Lauren Morales,Repairs,Cash,Medium,Offline,399,14998,19714,2021-07-27,N/A,0,8GB,836,3290,922,19357,1TB
Africa,Morocco,Laayoune-Sakia El Hamra,Western International PCs,2,Toshiba,Qosmio,HDD,Rebecca,Andrews,001-727-951-1477,whoward@example.org,Gina Day,Second-hand Sales,Cash,High,Offline,724,6927,10698,2022-01-01,N/A,0,4GB,848,0,13,8634,256GB
North America,Pennsylvania,Williamsport,A & A PCs,3,HP,Spectre,SSD,Jerry,Doyle,729-186-3406x512,schneidermicheal@example.com,Beth James,Second-hand Sales,Finance,Low,Offline,605,6538,11374,2023-10-26,N/A,10956,8GB,557,0,937,9176,256GB
North America,Pennsylvania,Lancaster,Mini Tech,3,Apple,Apple Macintosh Classic,HDD,Jacob,Mills,858-901-6124x696,dominguezcaleb@example.net,Leah Watts,New Sales,Bank Transfer,Medium,Online,20,4792,8199,2023-10-24,2023-10-26,0,4GB,672,0,171,7047,256GB
North America,Florida,Tallahassee,CK Tech Store,7,Acer,Swift 3,SSD,Kenneth,Leon,001-720-541-8068x7533,joshuafitzpatrick@example.com,Rachel Rowe,Second-hand Sales,Finance,High,Offline,911,24169,27570,2023-10-06,N/A,30051,8GB,667,0,856,26163,1TB
North America,North Carolina,Hickory,Western International PCs,6,Asus,VivoBook Flip 14,HDD,Samantha,Green,+1-199-746-7671x3307,glynch@example.net,Tamara Clark,Repairs,Bank Transfer,Medium,Offline,308,24789,28637,2021-06-22,N/A,0,8GB,569,2750,629,25423,256GB
Africa,Angola,Luanda,Mini Tech,7,Toshiba,Dynabook,SSD,David,Clayton,(669)889-4344,matthew40@example.org,Kimberly Duncan,Repairs,Finance,High,Offline,526,28971,33885,2021-10-28,N/A,41311,16GB,702,2054,840,32105,500GB
Africa,Morocco,Guelmim-Oued Noun,Jacks Hardware,7,MSI,GP76 Leopard,SSD,Daniel,Massey,4068050296,loveangela@example.org,Jessica Thomas,Returns,Bank Transfer,High,Offline,752,12813,17794,2023-05-29,N/A,0,4GB,432,0,359,14021,1TB
North America,Pennsylvania,Altoona,GH PC Shop,7,Acer,ConceptD 5,SSD,Allison,English,(307)132-1331x751,reidshawn@example.com,Lisa Graham,New Sales,Cash,Low,Online,898,6516,10082,2023-12-01,2023-12-23,0,2GB,709,0,810,8288,500GB
Africa,Ethiopia,Dire Dawa,Benjis Tech,10,Acer,Predator Triton 500,HDD,Kimberly,Hill,159.434.5992x1933,tsanford@example.org,Kenneth Herring,New Sales,Bank Transfer,High,Online,643,25889,29194,2022-07-23,2022-07-29,0,4GB,427,0,332,28662,256GB
Africa,Nigeria,Niger,A & A PCs,9,Toshiba,Qosmio,HDD,Barbara,Nash,483-386-9201,michael73@example.net,Mary Shaw,Second-hand Sales,Cash,Medium,Offline,732,15165,18507,2023-11-11,N/A,0,4GB,528,0,529,17806,256GB
North America,Florida,Palm Bay,DEF Machines,2,Samsung,Notebook Flash,HDD,Angela,Smith,856.162.2886,kramermichael@example.net,Mark Evans,Second-hand Sales,Finance,Low,Online,355,3179,5578,2023-08-07,2023-08-28,1148,2GB,820,0,889,4518,1TB
Africa,Morocco,Safi,Ricks Computers,6,Toshiba,Chromebook,HDD,Gregory,Lewis,524-959-5651x617,lyates@example.com,Gina Day,New Sales,Cash,High,Online,583,8586,13566,2024-01-15,2024-01-24,0,2GB,618,0,288,12555,1TB
Africa,Nigeria,Osun,Benjis Tech,2,MSI,GF63 Thin,HDD,Mark,Spears,+1-890-112-2739x35370,melvin44@example.net,Pamela Morgan,Returns,Finance,High,Online,684,11690,14588,2023-05-14,2023-05-27,29780,16GB,672,0,40,12771,1TB
North America,Ohio,Middletown,Greens Laptops and PCs,8,Lenovo,ThinkPad P15s,SSD,Deborah,Miller,(368)982-1775x8488,allenstephen@example.org,Roger Cole,Returns,Bank Transfer,High,Offline,107,28834,33044,2022-01-25,N/A,0,4GB,599,0,245,32560,1TB
North America,Ohio,Youngstown,Western International PCs,8,Microsoft,Surface Laptop,HDD,Larry,Olsen,+1-514-212-9242x95045,kristinbutler@example.net,Jason Gentry,New Sales,Bank Transfer,High,Online,555,15725,18561,2021-04-09,2021-04-15,0,4GB,540,0,656,15764,1TB
Africa,Nigeria,Anambra,Ricks Computers,3,Lenovo,IdeaPad Flex 5,HDD,Kent,Hall,1743422709,nealcraig@example.org,Collin Bryant,Repairs,Finance,High,Online,133,14301,17168,2021-09-29,2021-10-17,2846,4GB,698,3838,407,14580,256GB
North America,Pennsylvania,Oil City,GH PC Shop,5,HP,Stream,SSD,Christopher,Rice,+1-553-244-6161,benjamin14@example.net,Leah Watts,New Sales,Cash,Low,Online,718,20691,23748,2021-12-06,2021-12-18,0,16GB,749,0,515,20713,500GB
Africa,South Africa,Northern Cape,Ricks Computers,7,MSI,Alpha 15,SSD,Jessica,Gonzales,+1-045-846-2512x329,judy98@example.com,Daniel Lane,Repairs,Bank Transfer,Medium,Offline,940,28779,31967,2023-06-02,N/A,0,16GB,826,3604,159,31664,1TB
North America,Michigan,Holland,Mini Tech,4,MSI,GE76 Raider,SSD,Amanda,Conner,(974)100-6213x5591,yhaney@example.net,Casey Dunn,Second-hand Sales,Finance,Medium,Online,40,26448,31337,2021-04-27,2021-05-09,29227,8GB,774,0,246,28014,500GB
Africa,Egypt,Minya,Frankies Hardware and Software,10,HP,Chromebook,HDD,Isaac,Gonzalez,510-494-5389,nathan38@example.org,Allison Gilbert,New Sales,Finance,High,Online,865,7280,9383,2022-01-20,2022-02-07,27741,16GB,643,0,396,7676,1TB
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,2,Dell,Vostro,HDD,James,Watkins,672.694.1729x4599,colton97@example.com,Jacob Spencer,Second-hand Sales,Bank Transfer,Low,Offline,14,5176,7901,2022-01-03,N/A,0,8GB,704,0,696,5759,256GB
Africa,Nigeria,Ogun,Benjis Tech,1,Apple,Apple Mac Pro,HDD,Cassandra,Sanders,+1-777-298-2232x87444,kathleen40@example.net,Diana Waters,Repairs,Bank Transfer,Medium,Online,401,29303,33907,2023-01-30,2023-02-23,0,8GB,673,1627,396,33407,500GB
Africa,Kenya,Baringo,KyaSand Tech Gadgets,2,Lenovo,IdeaPad 5,SSD,Elizabeth,Smith,+1-382-118-7990x73535,andersonmaria@example.net,Amy Johnson,Repairs,Bank Transfer,High,Offline,895,7182,11546,2022-04-14,N/A,0,8GB,452,2177,430,9612,500GB
Africa,Tanzania,Ruvuma,Greens Laptops and PCs,7,Microsoft,Surface Laptop,HDD,Rhonda,Taylor,(985)259-4439x98216,jking@example.com,Mitchell Atkins,Repairs,Bank Transfer,Low,Offline,929,7762,10541,2023-12-20,N/A,0,2GB,576,4898,336,8941,256GB
Africa,Morocco,Berkane,S & A Computer Place,4,Apple,Apple Lisa,SSD,Dale,Brown,+1-962-393-6885x56661,scottmartinez@example.org,Brian Johnson,Returns,Bank Transfer,High,Online,69,28302,31332,2022-12-14,2023-01-03,0,2GB,713,0,464,29712,1TB
North America,Florida,Hialeah,A & A PCs,8,Microsoft,Surface Duo,HDD,Jessica,Meyers,788-595-7958x4056,nbradford@example.com,Mary Kidd,Repairs,Cash,High,Online,326,6283,9932,2022-09-29,2022-10-28,0,4GB,652,2478,648,9234,1TB
North America,Georgia,Statesboro,GHI Machines,3,Dell,XPS,SSD,Robert,Richards,001-289-468-2899,murraymonique@example.com,Christine Ramirez,Second-hand Sales,Cash,Medium,Online,907,6249,10694,2021-08-24,2021-09-14,0,2GB,689,0,389,7265,500GB
Africa,Nigeria,Ogun,Ricks Computers,2,Samsung,Notebook 5,HDD,Jackie,Garcia,001-572-344-8670x241,ovasquez@example.net,Brian Gonzales,Returns,Finance,Medium,Online,319,28935,31625,2023-04-24,2023-05-03,43466,2GB,607,0,386,29823,500GB
North America,California,Irvine,ABC Computers,5,Samsung,Galaxy Book S,HDD,Deborah,Ayala,+1-200-206-3183,andrewstodd@example.net,Rachel Mitchell,New Sales,Bank Transfer,Medium,Offline,801,28474,31455,2022-07-07,N/A,0,4GB,437,0,205,30411,500GB
North America,North Carolina,Raleigh,DEF Machines,3,Toshiba,Portege,HDD,Troy,Alvarez,(211)823-4197x097,jamesgarcia@example.net,Eric Hall,Repairs,Finance,Medium,Online,812,23894,28885,2023-08-20,2023-09-19,36348,2GB,445,4636,897,25466,500GB
North America,Pennsylvania,Hermitage,ABC Computers,4,Asus,ZenBook Flip S UX371,SSD,Stacy,Gregory,(450)669-9950x46427,joneslisa@example.com,Nathan Villarreal,New Sales,Cash,Low,Online,236,4270,7519,2022-05-29,2022-06-06,0,8GB,573,0,797,5176,1TB
North America,Pennsylvania,Allentown,Benjis Tech,9,Toshiba,Qosmio,SSD,William,Johnson,877-994-7320x4210,ngoodman@example.net,Thomas Perry,New Sales,Bank Transfer,Medium,Offline,107,6911,9903,2023-07-05,N/A,0,4GB,667,0,915,8286,256GB
North America,Pennsylvania,Bethlehem,LJ Computers,4,Samsung,Notebook Flash,HDD,Matthew,Hall,(879)583-1745,taylorkenneth@example.org,Nathan Villarreal,Second-hand Sales,Bank Transfer,Low,Online,657,23044,25110,2022-10-23,2022-10-24,0,16GB,739,0,922,23377,1TB
Africa,Ethiopia,Tigray,A & A PCs,6,Microsoft,Surface Duo,HDD,Christopher,Shah,680-371-6790,perryangela@example.org,Michael Summers,Second-hand Sales,Finance,High,Offline,750,16091,18265,2022-08-01,N/A,18402,2GB,630,0,891,16766,256GB
Africa,Angola,Luanda,GHI Machines,10,Lenovo,ThinkPad X1 Carbon,HDD,Autumn,Hall,966.864.3653x1566,mwallace@example.net,Kenneth Willis,Repairs,Cash,Medium,Offline,771,3642,7931,2022-01-01,N/A,0,2GB,727,1275,87,6151,500GB
Africa,South Africa,Mpumalanga,GH PC Shop,8,Apple,Apple Mac Pro,SSD,Henry,Pineda,284-948-3585,barbara02@example.com,Jonathan Huang,New Sales,Finance,Medium,Offline,483,29566,34207,2022-09-10,N/A,4811,4GB,803,0,222,32577,500GB
North America,North Carolina,New Bern,Frankies Hardware and Software,4,Asus,ProArt StudioBook Pro X,HDD,Eric,Shaw,(073)466-1430x341,mistyberry@example.com,Catherine Cuevas,New Sales,Finance,Medium,Offline,869,23984,28780,2023-12-24,N/A,46847,8GB,690,0,744,26756,1TB
North America,Georgia,East Point,Jacks Hardware,8,HP,Elitebook,HDD,Betty,Cohen,052.381.7661,rachelrobinson@example.com,Chris Jones,Second-hand Sales,Finance,Medium,Offline,181,28847,31780,2022-05-05,N/A,37624,4GB,826,0,614,29946,1TB
Africa,Nigeria,Taraba,Ricks Computers,1,Toshiba,Libretto,HDD,Lisa,Garcia,+1-628-997-6631x8318,jacobswesley@example.org,Lisa Morgan,Repairs,Bank Transfer,Medium,Offline,504,8399,12154,2021-09-07,N/A,0,4GB,629,2696,843,11767,500GB
North America,North Carolina,Charlotte,XYZ Tech,7,Lenovo,IdeaPad Flex 5,SSD,Lance,Ingram,591-053-0607,shicks@example.net,Brittany Franklin,Second-hand Sales,Cash,Medium,Offline,741,9011,13689,2022-03-13,N/A,0,2GB,563,0,780,12384,256GB
North America,Pennsylvania,Monessen,Jacks Hardware,6,Asus,ProArt StudioBook Pro X,HDD,Andrea,Smith,(182)484-4878x91351,vclark@example.org,Julia Dodson,Second-hand Sales,Cash,Low,Online,716,6778,10221,2022-11-09,2022-11-17,0,2GB,713,0,583,9144,500GB
North America,Michigan,Grand Rapids,ABC Computers,10,Lenovo,ThinkPad T14,HDD,Kara,Smith,(797)515-7262x919,umarshall@example.net,Veronica Larson,New Sales,Finance,Medium,Offline,116,12042,14831,2022-01-18,N/A,23841,8GB,817,0,736,13853,1TB
North America,Georgia,Johns Creek,Frankies Hardware and Software,8,MSI,GP65 Leopard,HDD,Tina,Carter,719-221-5248,kaylagonzalez@example.net,Ashley Thomas,New Sales,Bank Transfer,Low,Online,162,8768,13323,2021-07-19,2021-07-23,0,2GB,407,0,433,13212,1TB
North America,Georgia,Douglasville,Western International PCs,3,Dell,Vostro,SSD,Rebecca,Davenport,+1-560-137-0846x1242,sara47@example.com,Michael Turner,New Sales,Cash,Medium,Offline,651,29216,32223,2023-07-12,N/A,0,16GB,497,0,320,31945,1TB
North America,Texas,Dallas,XYZ Tech,10,Acer,Chromebook Spin 311,HDD,Megan,Lynch,235-472-1460x8916,nhill@example.com,Melanie Taylor,New Sales,Bank Transfer,Low,Offline,135,29178,33404,2023-12-24,N/A,0,2GB,647,0,633,29471,1TB
North America,North Carolina,Havelock,CK Tech Store,3,MSI,P65 Creator,SSD,Marcus,Salinas,(018)395-7245,alexis67@example.org,Morgan Moore,Second-hand Sales,Bank Transfer,High,Offline,327,8728,12929,2022-04-05,N/A,0,16GB,717,0,73,11519,1TB
North America,Texas,Odessa,XYZ Tech,4,Lenovo,ThinkPad X13 Yoga,SSD,Kayla,Hughes,709.612.4091x917,gary58@example.org,Mike Miranda,Second-hand Sales,Cash,High,Online,617,15339,17947,2022-02-01,2022-02-10,0,16GB,836,0,684,17750,1TB
North America,Ohio,Euclid,Western International PCs,10,Asus,ROG Strix Scar III,SSD,Michael,Avery,2567372685,joanna51@example.net,Mr. Nathan Douglas,Repairs,Bank Transfer,Low,Online,108,13513,17784,2021-06-29,2021-07-13,0,16GB,742,1022,717,14050,500GB
North America,Michigan,Ann Arbor,LJ Computers,7,Samsung,Notebook Flash,HDD,Ronald,Santana,001-046-253-0768x4770,chad12@example.net,Allen Juarez,Returns,Bank Transfer,Low,Offline,454,21264,26011,2022-01-21,N/A,0,16GB,753,0,252,26000,256GB
North America,Texas,Round Rock,CK Tech Store,8,Acer,Aspire E 15,HDD,Michelle,Cox,334.474.8240x17619,mlove@example.com,Ashley Wright,Second-hand Sales,Cash,Low,Offline,377,15474,18611,2022-06-17,N/A,0,16GB,832,0,721,17661,1TB
Africa,Tanzania,Kilimanjaro,CK Tech Store,8,Dell,Vostro,HDD,Amanda,Parker,053-577-7811x38203,debra90@example.com,Corey Rasmussen,Returns,Bank Transfer,Low,Online,21,9752,12342,2023-08-24,2023-09-22,0,8GB,492,0,487,11472,256GB
North America,Texas,Laredo,GHI Machines,6,Toshiba,Dynabook,HDD,Lindsey,Landry,476-084-7674x624,kwashington@example.org,Lauren Morales,Second-hand Sales,Finance,Low,Online,381,24356,26892,2022-01-12,2022-01-20,20131,4GB,670,0,477,26841,500GB
Africa,Egypt,Aswan,ABC Computers,10,Samsung,Notebook 9 Pen,SSD,Tonya,Hayes,8906414434,bdawson@example.net,Allison Gilbert,New Sales,Finance,Medium,Offline,632,23984,26988,2023-10-23,N/A,40316,16GB,812,0,226,25149,500GB
North America,Illinois,Champaign,ABC Computers,7,Acer,ConceptD 5,HDD,Sarah,Ortiz,(103)624-3981x217,darryl74@example.com,Curtis Tucker,Second-hand Sales,Finance,Medium,Offline,532,15216,17485,2021-03-12,N/A,29981,16GB,556,0,730,17384,500GB
Africa,Nigeria,Osun,Greens Laptops and PCs,6,HP,ZBook,HDD,Robin,Sweeney,965.285.1599x843,harrisallen@example.net,Brian Gonzales,New Sales,Finance,High,Offline,636,6830,9815,2024-01-28,N/A,36917,4GB,420,0,658,7230,256GB
North America,Georgia,Peachtree City,Western International PCs,6,HP,Pavilion,SSD,Cynthia,Morris,205.747.1320,jennifer01@example.com,Christine Ramirez,Second-hand Sales,Bank Transfer,Low,Online,216,10673,14332,2023-06-30,2023-07-24,0,2GB,631,0,228,14268,256GB
North America,Ohio,Columbus,LJ Computers,9,HP,Envy,HDD,Mason,Turner,(339)625-7643,kristina19@example.net,Max Mccann,Returns,Cash,High,Offline,314,25888,28710,2023-06-06,N/A,0,4GB,514,0,695,28500,1TB
North America,California,Fresno,LJ Computers,5,Acer,ConceptD 5,SSD,Sara,Ware,(156)454-8927,jonesdavid@example.org,Sean Rodriguez,New Sales,Cash,Low,Offline,676,13877,17682,2022-02-07,N/A,0,16GB,423,0,414,14618,1TB
North America,North Carolina,Fayetteville,CK Tech Store,6,Apple,Apple Mac Pro,HDD,Allison,Moody,249.555.0124,christine33@example.com,Morgan Moore,Repairs,Cash,High,Offline,340,26406,30763,2023-01-11,N/A,0,16GB,522,2460,954,26698,256GB
North America,Georgia,Warner Robins,KyaSand Tech Gadgets,5,MSI,GP76 Leopard,HDD,Lindsey,Mitchell,826-095-3013,thomas38@example.net,Ashley Thomas,Repairs,Finance,Medium,Offline,240,5152,7337,2022-03-08,N/A,14401,16GB,515,1555,245,6659,256GB
